Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
19375831,12/18/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11218,51 ARGYLE ROAD,ARGYLE ROAD,CATON AVENUE,CHURCH AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,1/17/11 0:00,12/20/10 0:00,14 BROOKLYN,BROOKLYN,993222,175502,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64838456,-73.96766794,"(40.64838455927181, -73.96766794384405)"
19381140,12/19/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,3+ Family Mixed Use Building,11214,8001 17 AVENUE,17 AVENUE,80 STREET,81 STREET,,,ADDRESS,BROOKLYN,,N/A,Assigned,1/18/11 0:00,12/20/10 0:00,11 BROOKLYN,BROOKLYN,983862,162210,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61190536,-74.00139746,"(40.611905362179094, -74.0013974567926)"
19385238,12/20/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11366,75-15 169 STREET,169 STREET,75 AVENUE,76 AVENUE,,,ADDRESS,FRESH MEADOWS,,N/A,Assigned,1/19/11 0:00,12/20/10 0:00,08 QUEENS,QUEENS,1039631,204291,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72723493,-73.80018928,"(40.7272349308246, -73.80018928163047)"
19384223,12/20/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11379,76-16 69 ROAD,69 ROAD,76 STREET,78 STREET,,,ADDRESS,MIDDLE VILLAGE,,N/A,Assigned,1/19/11 0:00,12/20/10 0:00,05 QUEENS,QUEENS,1018842,197509,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70872572,-73.87522924,"(40.708725715853085, -73.87522923937128)"
19384419,12/20/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,11415,84-70 127 STREET,127 STREET,KEW GARDENS ROAD,AUSTIN STREET,,,ADDRESS,KEW GARDENS,,N/A,Assigned,1/19/11 0:00,12/20/10 0:00,09 QUEENS,QUEENS,1032771,196843,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70683229,-73.82499329,"(40.70683228701032, -73.8249932903774)"
19402660,12/22/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,11414,151-20 88 STREET,88 STREET,151 AVENUE,153 AVENUE,,,ADDRESS,HOWARD BEACH,,N/A,Assigned,1/21/11 0:00,12/22/10 0:00,10 QUEENS,QUEENS,1026617,182780,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66826424,-73.84727807,"(40.66826424316597, -73.8472780701233)"
19401354,12/22/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10031,772 ST NICHLAS AVENUE,ST NICHLAS AVENUE,WEST 148 STREET,DONNELLON SQUARE,,,ADDRESS,NEW YORK,,N/A,Assigned,1/21/11 0:00,12/22/10 0:00,09 MANHATTAN,MANHATTAN,999982,240293,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82621029,-73.94315568,"(40.82621028895064, -73.94315567864055)"
19402167,12/22/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10467,3535 KINGS COLLEGE PLACE,KINGS COLLEGE PLACE,EAST GUN HILL ROAD,EAST 211 STREET,,,ADDRESS,BRONX,,N/A,Assigned,1/21/11 0:00,12/22/10 0:00,07 BRONX,BRONX,1018616,260120,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.8805766,-73.87572401,"(40.880576603620355, -73.87572400940988)"
19408588,12/23/10 0:00,1/11/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,10009,267 EAST 10 STREET,EAST 10 STREET,1 AVENUE,AVENUE A,,,ADDRESS,NEW YORK,,N/A,Closed,1/22/11 0:00,1/11/11 0:00,03 MANHATTAN,MANHATTAN,988863,204627,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72832933,-73.98335636,"(40.728329331753514, -73.98335636432341)"
19443896,12/28/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10463,555 KAPPOCK STREET,KAPPOCK STREET,BEND,NETHERLAND AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,1/27/11 0:00,12/28/10 0:00,08 BRONX,BRONX,1007069,259193,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.87806969,-73.91748396,"(40.878069686875854, -73.91748395589416)"
19449500,12/28/10 0:00,12/29/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11218,360 EAST 9 STREET,EAST 9 STREET,AVENUE C,CORTELYOU ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,1/27/11 0:00,12/29/10 0:00,12 BROOKLYN,BROOKLYN,992565,172457,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64002733,-73.9700393,"(40.6400273316574, -73.97003930276047)"
19476241,12/29/10 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11218,417 EAST 8 STREET,EAST 8 STREET,AVENUE C,CORTELYOU ROAD,,,ADDRESS,BROOKLYN,,N/A,Assigned,1/28/11 0:00,12/29/10 0:00,12 BROOKLYN,BROOKLYN,992318,172391,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6398464,-73.97092937,"(40.63984640423088, -73.97092937466692)"
19474434,12/29/10 0:00,12/29/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11218,360 EAST 9 STREET,EAST 9 STREET,AVENUE C,CORTELYOU ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,1/28/11 0:00,12/29/10 0:00,12 BROOKLYN,BROOKLYN,992565,172457,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.64002733,-73.9700393,"(40.6400273316574, -73.97003930276047)"
19484305,12/29/10 0:00,12/30/10 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11694,219 BEACH 99 STREET,BEACH 99 STREET,ROCKAWAY BEACH BOULEVARD,DEAD END,,,ADDRESS,ROCKAWAY PARK,,N/A,Closed,1/28/11 0:00,12/30/10 0:00,14 QUEENS,QUEENS,1034108,152261,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.58445716,-73.82050048,"(40.58445716398802, -73.82050048102376)"
19511947,1/2/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,10306,72 HEMPSTEAD AVENUE,HEMPSTEAD AVENUE,BADEN PLACE,PATTERSON AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,2/1/11 0:00,1/3/11 0:00,02 STATEN ISLAND,STATEN ISLAND,958986,147695,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.57202861,-74.09093886,"(40.572028611628525, -74.09093886044279)"
19515507,1/3/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11362,54-44 LITTLE NECK PARKWAY,LITTLE NECK PARKWAY,BEND,NASSAU BOULEVARD,,,ADDRESS,LITTLE NECK,,N/A,Assigned,2/2/11 0:00,1/3/11 0:00,11 QUEENS,QUEENS,1060422,218471,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76600068,-73.72501665,"(40.766000677205575, -73.72501665297305)"
19518325,1/3/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10011,228 WEST 18 STREET,WEST 18 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,2/2/11 0:00,1/3/11 0:00,04 MANHATTAN,MANHATTAN,984566,209413,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74146692,-73.99885965,"(40.74146691934281, -73.99885965187275)"
19524846,1/4/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,11377,61-10 QUEENS BOULEVARD,QUEENS BOULEVARD,61 STREET,63 STREET,,,ADDRESS,WOODSIDE,,N/A,Assigned,2/3/11 0:00,1/4/11 0:00,02 QUEENS,QUEENS,1010974,209400,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74139087,-73.90356128,"(40.74139086608827, -73.90356128252671)"
19533932,1/5/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11372,74-15 35 AVENUE,35 AVENUE,74 STREET,75 STREET,,,ADDRESS,JACKSON HEIGHTS,,N/A,Assigned,2/4/11 0:00,1/5/11 0:00,03 QUEENS,QUEENS,1014204,212918,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75103654,-73.89188955,"(40.75103653607601, -73.89188954630265)"
19534298,1/5/11 0:00,1/5/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11218,417 EAST 8 STREET,EAST 8 STREET,AVENUE C,CORTELYOU ROAD,,,ADDRESS,BROOKLYN,,N/A,Closed,2/4/11 0:00,1/5/11 0:00,12 BROOKLYN,BROOKLYN,992318,172391,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6398464,-73.97092937,"(40.63984640423088, -73.97092937466692)"
19531785,1/5/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11233,1857 PARK PLACE,PARK PLACE,SARATOGA AVENUE,EASTERN PARKWAY,,,ADDRESS,BROOKLYN,,N/A,Assigned,2/4/11 0:00,1/6/11 0:00,16 BROOKLYN,BROOKLYN,1007565,183955,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67156003,-73.91595141,"(40.67156002610391, -73.91595141291613)"
19541126,1/6/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,3+ Family Apartment Building,11237,139 STARR STREET,STARR STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,2/5/11 0:00,1/11/11 0:00,04 BROOKLYN,BROOKLYN,1005084,195540,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70336437,-73.92485938,"(40.7033643685691, -73.92485937762685)"
19541115,1/6/11 0:00,1/6/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11237,129 STARR STREET,STARR STREET,KNICKERBOCKER AVENUE,IRVING AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,2/5/11 0:00,1/6/11 0:00,04 BROOKLYN,BROOKLYN,1005037,195477,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70319156,-73.92502908,"(40.70319155896106, -73.92502908383027)"
19539945,1/6/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,10469,903 ARNOW AVENUE,ARNOW AVENUE,BRONXWOOD AVENUE,RADCLIFF AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,2/5/11 0:00,1/7/11 0:00,11 BRONX,BRONX,1022617,255466,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.86778633,-73.86128207,"(40.86778633490784, -73.86128207451343)"
19550411,1/7/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11354,144-30 ROOSEVELT AVENUE,ROOSEVELT AVENUE,PARSONS BOULEVARD,147 STREET,,,ADDRESS,FLUSHING,,N/A,Assigned,2/6/11 0:00,1/11/11 0:00,07 QUEENS,QUEENS,1033695,216859,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76176605,-73.82151349,"(40.76176604711552, -73.82151349273553)"
19556032,1/8/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11219,6719 13 AVENUE,13 AVENUE,67 STREET,OVINGTON AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,2/7/11 0:00,1/11/11 0:00,10 BROOKLYN,BROOKLYN,983438,166843,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62462196,-74.00292513,"(40.624621956287065, -74.00292513174044)"
19565821,1/10/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,10028,1643 1 AVENUE,1 AVENUE,EAST 85 STREET,EAST 86 STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,2/9/11 0:00,1/11/11 0:00,08 MANHATTAN,MANHATTAN,998200,222196,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.77654198,-73.94963216,"(40.776541980255274, -73.94963216347026)"
19564937,1/10/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10011,300 WEST 21 STREET,WEST 21 STREET,8 AVENUE,9 AVENUE,,,ADDRESS,NEW YORK,,N/A,Assigned,2/9/11 0:00,1/11/11 0:00,04 MANHATTAN,MANHATTAN,984290,210402,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74418148,-73.99985565,"(40.74418148312665, -73.99985564625433)"
19566100,1/10/11 0:00,1/11/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,10018,570 WEST 36 STREET,WEST 36 STREET,AMTRAK RR,11 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,2/9/11 0:00,1/11/11 0:00,04 MANHATTAN,MANHATTAN,984090,215018,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75685124,-74.00057752,"(40.756851236094455, -74.00057752481094)"
19565223,1/10/11 0:00,1/11/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11414,151-20 88 STREET,88 STREET,151 AVENUE,153 AVENUE,,,ADDRESS,HOWARD BEACH,,N/A,Closed,2/9/11 0:00,1/11/11 0:00,10 QUEENS,QUEENS,1026617,182780,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.66826424,-73.84727807,"(40.66826424316597, -73.8472780701233)"
19572828,1/11/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11214,8874 16 AVENUE,16 AVENUE,CROPSEY AVENUE,INDEPENDENCE AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,2/10/11 0:00,1/12/11 0:00,11 BROOKLYN,BROOKLYN,980638,159521,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.60452388,-74.01300788,"(40.60452388043743, -74.01300787598981)"
19575801,1/11/11 0:00,1/11/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10011,228 WEST 18 STREET,WEST 18 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,2/10/11 0:00,1/11/11 0:00,04 MANHATTAN,MANHATTAN,984566,209413,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.74146692,-73.99885965,"(40.74146691934281, -73.99885965187275)"
19572883,1/11/11 0:00,2/1/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,11361,215-34 NORTHERN BOULEVARD,NORTHERN BOULEVARD,215 PLACE,216 STREET,,,ADDRESS,BAYSIDE,,N/A,Closed,2/10/11 0:00,2/1/11 0:00,11 QUEENS,QUEENS,1048965,216497,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76067387,-73.76639558,"(40.76067386726933, -73.76639557867169)"
19573796,1/11/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11219,971 58 STREET,58 STREET,9 AVENUE,FT HAMILTON PARKWAY,,,ADDRESS,BROOKLYN,,N/A,Assigned,2/10/11 0:00,1/12/11 0:00,12 BROOKLYN,BROOKLYN,982912,170443,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.63450313,-74.0048207,"(40.63450313306599, -74.00482069677932)"
19575267,1/11/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10025,220 MANHATTAN AVENUE,MANHATTAN AVENUE,WEST 109 STREET,WEST 110 STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,2/10/11 0:00,1/12/11 0:00,07 MANHATTAN,MANHATTAN,995356,231037,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.80081218,-73.95988608,"(40.80081218246712, -73.95988608352263)"
19580884,1/12/11 0:00,2/9/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Odor,1-2 Family Dwelling,11215,383 11 STREET,11 STREET,5 AVENUE,6 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,2/11/11 0:00,2/9/11 0:00,06 BROOKLYN,BROOKLYN,988198,182371,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.66724212,-73.98576872,"(40.66724212053773, -73.9857687200698)"
19584759,1/12/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10306,285 MILL ROAD,MILL ROAD,ISERNIA AVENUE,TYSENS LANE,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,2/11/11 0:00,1/12/11 0:00,03 STATEN ISLAND,STATEN ISLAND,953162,144050,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.56200529,-74.11188582,"(40.562005294283566, -74.1118858213336)"
19589898,1/13/11 0:00,1/13/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,11361,215-34 NORTHERN BOULEVARD,NORTHERN BOULEVARD,215 PLACE,216 STREET,,,ADDRESS,BAYSIDE,,N/A,Closed,2/12/11 0:00,1/13/11 0:00,11 QUEENS,QUEENS,1048965,216497,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.76067387,-73.76639558,"(40.76067386726933, -73.76639557867169)"
19590082,1/13/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11206,192 ELLERY STREET,ELLERY STREET,DELMONICO PLACE,THROOP AVENUE,,,ADDRESS,BROOKLYN,,N/A,Assigned,2/12/11 0:00,1/13/11 0:00,03 BROOKLYN,BROOKLYN,999466,193889,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.6988442,-73.94512517,"(40.69884420479419, -73.94512517395049)"
19590728,1/13/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11415,83-33 118 STREET,118 STREET,83 AVENUE,CURZON ROAD,,,ADDRESS,KEW GARDENS,,N/A,Assigned,2/12/11 0:00,1/13/11 0:00,09 QUEENS,QUEENS,1030107,196618,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70622892,-73.83460338,"(40.70622892360012, -73.83460337843803)"
19607179,1/15/11 0:00,2/10/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,11364,73-50 BELL BOULEVARD,BELL BOULEVARD,73 ROAD,75 AVENUE,,,ADDRESS,OAKLAND GARDENS,,N/A,Closed,2/14/11 0:00,2/10/11 0:00,11 QUEENS,QUEENS,1051393,208816,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73957344,-73.75770786,"(40.739573435913655, -73.7577078607368)"
19620687,1/18/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Apartment Building,10314,80 RICHMOND HILL ROAD,RICHMOND HILL ROAD,RICHMOND AVENUE,COUNTRY DRIVE WEST,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,2/17/11 0:00,1/18/11 0:00,02 STATEN ISLAND,STATEN ISLAND,938259,153465,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.5877828,-74.16558572,"(40.58778280497809, -74.16558571599592)"
19631594,1/19/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11234,1378 EAST 57 STREET,EAST 57 STREET,AVENUE M,AVENUE N,,,ADDRESS,BROOKLYN,,N/A,Assigned,2/18/11 0:00,1/19/11 0:00,18 BROOKLYN,BROOKLYN,1006398,165197,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.62007638,-73.92021993,"(40.62007638395055, -73.9202199325115)"
19631595,1/19/11 0:00,2/7/11 0:00,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,3+ Family Mixed Use Building,10024,592 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST 88 STREET,WEST 89 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,2/18/11 0:00,2/7/11 0:00,07 MANHATTAN,MANHATTAN,991510,226876,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.78939536,-73.973782,"(40.78939536240134, -73.97378200183319)"
19631596,1/19/11 0:00,,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,Commercial Building,11367,72-68 MAIN STREET,MAIN STREET,VLEIGH PLACE,73 AVENUE,,,ADDRESS,FLUSHING,,N/A,Assigned,2/18/11 0:00,1/19/11 0:00,08 QUEENS,QUEENS,1033879,203449,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72495799,-73.82094824,"(40.72495799252295, -73.82094823784875)"
